"";"p1.trabajo";"p2.horastrabajo";"p3.contrato";"p4.otrocontrato";"p5.pago";"p6.empleador";"p7.otroempleador";"p8.lugartrabajo";"p9.otrolugartrabajo";"p10.ingresosoctubre";"p11.cambiooctubre";"p12.ingresocovid";"p13.cambiocovid";"p14.satisfaccionlaboral";"p15.satisfaccionsalud";"p16.satisfacciongeneral";"p17.octubre.igual";"p18.octubre.pierdetrabajo";"p19.octubre.encuentratrabajo";"p20.octubre.animo";"p21.octubre.familia";"p22.octubre.salud";"p23.octubre.otro";"p24.covid.igual";"p25.covid.pierdetrabajo";"p26.covid.encuentratrabajo";"p27.covid.animo";"p28.covid.emocional";"p29.covid.salud";"p30.covid.otro";"p31.proyeccionlaboral";"p32.cuali";"p33.cuanti";"p34.gestionpublica";"p35.intervencion";"p36.proyectos";"p37.teoria";"p38.general";"p39.software";"p40.mercado";"p41.otros";"p42.honorarios";"p43.boletas2018";"p44.boletas2019";"p45.boletas2020";"p46.fuenteingreso2018";"p47.fuenteingreso2019";"p48.fuenteingreso2020";"p49.afectohonorarios";"p50.gradoacademico";"p51.titulo";"p52.universidad";"p53.comunaresidencia";"p54.comunatrabajo";"p55.edad";"p56.genero";"p57.asociado";"p58.interescolegiarse"
"248";"Trabajo dependiente remunerado";45;"Contrato indefinido";"";"Recibe una liquidación de sueldo";"Políticas públicas";"";"En mi hogar en modalidad teletrabajo";"";"Se mantuvieron igual";"No";"Se mantuvieron igual";"No";"Satisfecho";"Muy Satisfecho";"Satisfecho";NA;NA;NA;"Provocó un bajón anímico";NA;"Afectó mi salud corporal y/o mental";"";NA;NA;NA;"Provocó un bajón anímico";"Tuvo consecuencias emocionales";"Afectó mi salud corporal y/o mental";"";"continuar estudiando y trabajar en más terreno";"Muy interesado";"Poco";"Muy interesado";"Muy interesado";"Interesado";"Poco";"Indiferente";"Poco";"Nada";"intervención social";"Si";7;9;1;"Si";"Si";"No";"Si";"Licenciado";"Si";"UChile";"ñuñoa";"providencia";25;"Femenino";"No";"Si"
"249";"Trabajo independiente remunerado";44;"Contrato a honorarios";"";"Entrega boleta de honorarios";"Municipio";"";"En la calle o vía pública";"";"Aumentaron levemente";"No";"Se mantuvieron igual";"No";"Insatisfecho";"Satisfecho";"Satisfecho";NA;NA;NA;NA;NA;"Afectó mi salud corporal y/o mental";"Dustanciamiento con equipo de trabajo";NA;NA;NA;"Provocó un bajón anímico";"Tuvo consecuencias emocionales";NA;"El trabajo ha sido la máxima exposición al virus";"Siempre incierta por condición contractual";"Muy interesado";"Interesado";"Indiferente";"Interesado";"Interesado";"Indiferente";"Muy interesado";"Muy interesado";"Indiferente";"Derechos de niños y niñas";"Si";12;15;7;"Si";"Si";"Si";"Si";"Magíster";"Si";"Uahc";"Recoleta";"La florida";34;"Femenino";"Si";NA
"250";"Trabajo dependiente remunerado";44;"Contrato a honorarios";"";"Entrega boleta de honorarios";"Gobierno";"";"En mi hogar en modalidad teletrabajo";"";"Se mantuvieron igual";"No";"Se mantuvieron igual";"No";"Satisfecho";"Muy Satisfecho";"Insatisfecho";"Todo siguió igual";NA;NA;NA;NA;NA;"";"Todo siguió igual";NA;NA;NA;NA;NA;"";"Inestabilidad laboral";"Interesado";"Muy interesado";"Muy interesado";"Indiferente";"Interesado";"Muy interesado";"Interesado";"Poco";"Nada";"";"No";NA;NA;NA;NA;NA;NA;NA;"Licenciado";"Si";"Pontificia Universidad Católica de Chile";"Las Condes";"Ñuñoa";24;"Femenino";"No";"Si"
"251";"Desempleado";NA;NA;"";NA;NA;"";NA;"";"Disminuyeron levemente";"No";"Disminuyeron totalmente";"No";"Insatisfecho";"Muy insatisfecho";"Insatisfecho";NA;NA;NA;NA;NA;"Afectó mi salud corporal y/o mental";"";NA;NA;NA;"Provocó un bajón anímico";"Tuvo consecuencias emocionales";"Afectó mi salud corporal y/o mental";"";"Estudio barrial";"Interesado";"Interesado";"Muy interesado";"Muy interesado";"Poco";"Muy interesado";"Interesado";"Interesado";"Poco";"Educacion";"No";NA;NA;NA;NA;NA;NA;NA;"Licenciado";"No";"Arcis";"Santiago Centro";"Ñuñoa";43;"Masculino";"Si";NA
"252";"Trabajo independiente remunerado";44;"Contrato a honorarios";"";"Entrega boleta de honorarios";"Educación o capacitación";"";"En mi hogar en modalidad teletrabajo";"";"Aumentaron levemente";"No";"Se mantuvieron igual";"No";"Insatisfecho";"Satisfecho";"Insatisfecho";NA;NA;NA;"Provocó un bajón anímico";NA;"Afectó mi salud corporal y/o mental";"";NA;NA;NA;"Provocó un bajón anímico";"Tuvo consecuencias emocionales";"Afectó mi salud corporal y/o mental";"";"Universidad, investigación y administración";"Interesado";"Interesado";"Interesado";"Interesado";"Interesado";"Interesado";"Interesado";"Interesado";"Interesado";"Investigación acción participativa";"Si";18;14;2;"Si";"Si";"Si";"Si";"Licenciado";"Si";"Universidad de Chile";"Santiago Centro";"Santiago Centro";29;"Masculino";"No";"Si"
"253";"Trabajo dependiente remunerado";45;"Contrato indefinido";"";"Recibe una liquidación de sueldo";"Proyectos sociales";"";"En mi hogar en modalidad teletrabajo";"";"Aumentaron";"No";"Disminuyeron levemente";"No";"Insatisfecho";"Satisfecho";"Satisfecho";NA;NA;NA;"Provocó un bajón anímico";NA;"Afectó mi salud corporal y/o mental";"";NA;NA;NA;"Provocó un bajón anímico";"Tuvo consecuencias emocionales";"Afectó mi salud corporal y/o mental";"";"Formulación y evaluación de proyectos sociales";"Interesado";"Muy interesado";"Muy interesado";"Muy interesado";"Muy interesado";"Interesado";"Indiferente";"Interesado";"Indiferente";"";"Si";5;3;0;"No";"No";"No";"No";"Licenciado";"Si";"PUC";"Ñuñoa";"Providencia";31;"Masculino";"No";"Si"
"254";"Trabajo dependiente remunerado";44;"Contrato indefinido";"";"Recibe una liquidación de sueldo";"Gobierno";"";"En mi hogar en modalidad teletrabajo";"";"Aumentaron levemente";"No";"Se mantuvieron igual";"No";"Satisfecho";"Satisfecho";"Satisfecho";NA;NA;NA;NA;NA;NA;"Provocó esperanza";NA;NA;NA;"Provocó un bajón anímico";NA;NA;"";"Academia";"Muy interesado";"Indiferente";"Interesado";"Interesado";"Interesado";"Muy interesado";"Muy interesado";"Interesado";"Indiferente";"Salud Pública";"Si";4;10;5;"No";"No";"No";"Si";"Doctorado";"Si";"Universidad Academia de Humanismo Cristiano";"Ñuñoa";"Santiago";37;"Masculino";"No";"Si"
"255";"Trabajo dependiente remunerado";7;"Contrata plazo fijo";"";"Recibe una liquidación de sueldo";"Municipio";"";"En mi hogar en modalidad teletrabajo";"";"Se mantuvieron igual";"No";"Disminuyeron levemente";"No";"Satisfecho";"Satisfecho";"Satisfecho";"Todo siguió igual";NA;NA;NA;NA;NA;"";NA;NA;NA;NA;NA;"Afectó mi salud corporal y/o mental";"";"Educacion";"Interesado";"Interesado";"Interesado";"Muy interesado";"Interesado";"Interesado";"Interesado";"Poco";"Poco";"Parentalidad";"Si";3;10;1;"Si";"No";"No";"Si";"Licenciado";"Si";"Universidad central";"Ovalle";"Ovalle";29;"Femenino";"No";"Si"
"256";"Trabajo dependiente remunerado";40;"Contrato indefinido";"";"Entrega boleta de honorarios";"Educación o capacitación";"";"En mi hogar en modalidad teletrabajo";"";"Se mantuvieron igual";"No";"Disminuyeron levemente";"No";"Satisfecho";"Satisfecho";"Satisfecho";"Todo siguió igual";NA;NA;NA;NA;NA;"";NA;NA;NA;NA;NA;"Afectó mi salud corporal y/o mental";"";"Docencia";"Muy interesado";"Muy interesado";"Interesado";"Indiferente";"Poco";"Muy interesado";"Muy interesado";"Muy interesado";"Poco";"Literatura";"Si";12;2;0;"Si";"No";"No";"No";"Magíster";"Si";"Udec";"Chillan";"Chillan";39;"Masculino";"No";"Si"
"257";"Trabajo dependiente remunerado";25;"Contrato indefinido";"";"Recibe una liquidación de sueldo";"Estudios de mercado";"";"En mi hogar en modalidad teletrabajo";"";"Se mantuvieron igual";"No";"Disminuyeron totalmente";"No";"Insatisfecho";"Indiferente";"Insatisfecho";NA;NA;NA;"Provocó un bajón anímico";NA;"Afectó mi salud corporal y/o mental";"";NA;NA;NA;"Provocó un bajón anímico";NA;"Afectó mi salud corporal y/o mental";"";"Estadísticas, gobierno, cliente";"Poco";"Muy interesado";"Muy interesado";"Indiferente";"Muy interesado";"Poco";"Interesado";"Muy interesado";"Indiferente";"Nada";"No";NA;NA;NA;NA;NA;NA;NA;"Licenciado";"Si";"Universidad Diego Portales";"Quinta Normal";"Providencia";29;"Femenino";"Si";NA
"258";"Desempleado";NA;NA;"";NA;NA;"";NA;"";"Se mantuvieron igual";"Si";"Disminuyeron totalmente";"Si";"Muy insatisfecho";"Satisfecho";"Insatisfecho";"Todo siguió igual";NA;NA;NA;NA;NA;"";NA;"Perdí mi trabajo";NA;NA;NA;NA;"";"Trabajar en lo quería antes de la pandemia, en el mundo del deporte, a nivel de gestión de este, investigación y hacer clases.";"Interesado";"Muy interesado";"Muy interesado";"Muy interesado";"Muy interesado";"Interesado";"Interesado";"Interesado";"Poco";"Hacer clases";"Si";1;0;0;"No";"No";"No";"No";"Magíster";"Si";"Universidad de La Frontera";"Puente Alto";"Sector Sur de Santiago";46;"Masculino";"No";"Si"
"259";"Trabajo dependiente remunerado";45;"Contrato indefinido";"";"Recibe una liquidación de sueldo";"Investigación";"";"En mi hogar en modalidad teletrabajo";"";"Se mantuvieron igual";"No";"Se mantuvieron igual";"No";"Indiferente";"Indiferente";"Insatisfecho";NA;NA;NA;"Provocó un bajón anímico";NA;"Afectó mi salud corporal y/o mental";"";NA;NA;NA;"Provocó un bajón anímico";"Tuvo consecuencias emocionales";"Afectó mi salud corporal y/o mental";"";"Políticas sociales dinámicas territoriales";"Muy interesado";"Interesado";"Interesado";"Muy interesado";"Muy interesado";"Interesado";"Interesado";"Interesado";"Nada";"";"Si";10;2;0;"No";"No";"No";NA;"Licenciado";"Si";"U. Alberto Hurtado";"La Reina";"Providencia";28;"Femenino";"No";"Si"
"260";"Trabajo independiente remunerado";44;"Contrato a honorarios";"";"Entrega boleta de honorarios";"Municipio";"";"En mi hogar en modalidad teletrabajo";"";"Se mantuvieron igual";"No";"Se mantuvieron igual";"No";"Satisfecho";"Satisfecho";"Satisfecho";"Todo siguió igual";NA;NA;NA;NA;NA;"";NA;NA;NA;NA;NA;"Afectó mi salud corporal y/o mental";"";"Diseño y evaluación de proyectos";"Interesado";"Interesado";"Interesado";"Interesado";"Interesado";"Interesado";"Interesado";"Interesado";"Poco";"Nuevos conocimientos";"Si";12;14;3;"Si";"Si";"Si";"Si";"Licenciado";"Si";"Universidad Academia de Humanismo Cristiano";"Puente Alto";"Peñalolén";38;"Masculino";"No";"Si"
"261";"Trabajo dependiente remunerado";45;"Contrato indefinido";"";"Recibe una liquidación de sueldo";"Educación o capacitación";"";"En mi hogar en modalidad teletrabajo";"";"Se mantuvieron igual";"No";"Se mantuvieron igual";"No";"Insatisfecho";"Satisfecho";"Insatisfecho";NA;NA;NA;NA;NA;"Afectó mi salud corporal y/o mental";"";NA;NA;NA;"Provocó un bajón anímico";"Tuvo consecuencias emocionales";"Afectó mi salud corporal y/o mental";"";"Investigación, docencia, capacitación";"Muy interesado";"Poco";"Muy interesado";"Muy interesado";"Interesado";"Indiferente";"Interesado";"Indiferente";"Indiferente";"Docencia universitaria";"Si";10;10;1;"No";"No";"No";"No";"Licenciado";"Si";"Uahc  Universidad Academia de Humanismo Cristiano";"San Joaquín";"Providencia";34;"Femenino";"No";"Si"
"262";"Trabajo dependiente remunerado";45;"Contrata renovable";"";"Recibe una liquidación de sueldo";"Educación o capacitación";"";"En mi hogar en modalidad teletrabajo";"";"Se mantuvieron igual";"No";"Se mantuvieron igual";"No";"Satisfecho";"Insatisfecho";"Insatisfecho";"Todo siguió igual";NA;NA;"Provocó un bajón anímico";NA;"Afectó mi salud corporal y/o mental";"";NA;NA;NA;"Provocó un bajón anímico";"Tuvo consecuencias emocionales";"Afectó mi salud corporal y/o mental";"";"Actualmente me desempeño en un área de gestión y la verdad lo único que deseo es adjudicar una beca y hacer mis estudios de Doctorado para desarrollarme en investigación.";"Muy interesado";"Muy interesado";"Muy interesado";"Interesado";"Interesado";"Interesado";"Interesado";"Muy interesado";"Interesado";"Sociología Política y Políticas Publicas.";"No";NA;NA;NA;NA;NA;NA;NA;"Magíster";"Si";"Universidad de La Frontera";"Temuco";"Temuco";34;"Masculino";"No";"Si"
"263";"Trabajo dependiente remunerado";44;"Contrato a honorarios";"";"Entrega boleta de honorarios";"Políticas públicas";"";"En mi hogar en modalidad teletrabajo";"";"Aumentaron levemente";"No";"Se mantuvieron igual";"No";"Muy Satisfecho";"Muy Satisfecho";"Satisfecho";"Todo siguió igual";NA;NA;NA;NA;NA;"";NA;NA;NA;"Provocó un bajón anímico";"Tuvo consecuencias emocionales";"Afectó mi salud corporal y/o mental";"";"Políticas públicas y nuevas formas de trabajo";"Interesado";"Muy interesado";"Muy interesado";"Muy interesado";"Muy interesado";"Poco";"Interesado";"Interesado";"Poco";".";"Si";12;12;3;"Si";"Si";"Si";"Si";"Magíster";"Si";"Universidad Diego Portales";"Santiago centro";"Santiago centro";31;"Femenino";"No";"Si"
"264";"Trabajo dependiente remunerado";45;"Contrato indefinido";"";"Recibe una liquidación de sueldo";"Educación o capacitación";"";"En mi hogar en modalidad teletrabajo";"";"Se mantuvieron igual";"No";"Se mantuvieron igual";"No";"Satisfecho";"Satisfecho";"Satisfecho";NA;NA;NA;NA;NA;NA;"Nada";NA;NA;NA;NA;NA;NA;"Ninguno";"Deseo formalizarme en docencia";"Indiferente";"Interesado";"Interesado";"Interesado";"Muy interesado";"Interesado";"Interesado";"Interesado";"Indiferente";"Fortalecimiento del colegio ✊";"Si";12;12;3;"No";"No";"No";"Si";"Magíster";"Si";"Academia Humanismo Cristiano";"Maipú";"Providencia";34;"Masculino";"Si";NA
"265";"Trabajo dependiente remunerado";44;"Contrato indefinido";"";"Recibe una liquidación de sueldo";"Investigación";"";"En mi hogar en modalidad teletrabajo";"";"Se mantuvieron igual";"No";"Se mantuvieron igual";"No";"Satisfecho";"Muy Satisfecho";"Muy Satisfecho";NA;NA;NA;"Provocó un bajón anímico";"Trajo conflictos familiares";NA;"";NA;NA;NA;"Provocó un bajón anímico";"Tuvo consecuencias emocionales";NA;"";"Continuar estudiando";"Muy interesado";"Muy interesado";"Indiferente";"Muy interesado";"Interesado";"Muy interesado";"Muy interesado";"Interesado";"Poco";"";"Si";15;15;5;"No";"No";"No";"Si";"Licenciado";"Si";"Central";"Coquimbo";"Coquimbo";31;"Femenino";"No";"No"
"266";"Trabajo independiente remunerado";20;"Informal (sin formalización de contrato)";"";"Entrega boleta de honorarios";"Investigación";"";"En mi hogar en modalidad teletrabajo";"";"Disminuyeron totalmente";"No";"Disminuyeron totalmente";"No";"Muy insatisfecho";"Satisfecho";"Satisfecho";NA;NA;NA;NA;"Trajo conflictos familiares";NA;"";NA;"Perdí mi trabajo";NA;"Provocó un bajón anímico";NA;"Afectó mi salud corporal y/o mental";"";"Trabajar de manera independiente o cambiarme de rubro";"Muy interesado";"Interesado";"Muy interesado";"Interesado";"Muy interesado";"Interesado";"Muy interesado";"Muy interesado";"Nada";"No";"Si";3;5;1;"No";"No";"Si";"Si";"Magíster";"Si";"Universidad de Chile";"San Miguel";"San Miguel";32;"Femenino";"No";"No"
"267";"Desempleado";NA;NA;"";NA;NA;"";NA;"";"Se mantuvieron igual";"No";"Disminuyeron totalmente";"Si";"Insatisfecho";"Satisfecho";"Satisfecho";NA;NA;NA;NA;"Trajo conflictos familiares";NA;"";NA;"Perdí mi trabajo";NA;NA;NA;NA;"";"Encontrar trabajo e investigar en áreas de agrado";"Muy interesado";"Interesado";"Interesado";"Muy interesado";"Muy interesado";"Muy interesado";"Muy interesado";"Interesado";"Indiferente";"";"No";NA;NA;NA;NA;NA;NA;NA;"Licenciado";"Si";"Universidad de Concepción";"Concepción";"Sin trabajo";25;"Femenino";"No";"Si"
"268";"Desempleado";NA;NA;"";NA;NA;"";NA;"";"Se mantuvieron igual";"No";"Se mantuvieron igual";"Si";"Insatisfecho";"Insatisfecho";"Insatisfecho";NA;NA;NA;"Provocó un bajón anímico";NA;"Afectó mi salud corporal y/o mental";"";NA;NA;NA;"Provocó un bajón anímico";"Tuvo consecuencias emocionales";"Afectó mi salud corporal y/o mental";"";"Inciertas e Inestables";"Interesado";"Interesado";"Poco";"Interesado";"Interesado";"Interesado";"Indiferente";"Indiferente";"Nada";"Realización de clases, talleres y capacitaciones";"Si";3;2;0;"No";"No";"Si";"Si";"Licenciado";"Si";"Alberto Hurtado";"Puente Alto";"Ninguna";32;"Femenino";"No";"No"
"269";"Trabajo dependiente remunerado";40;"Contrato indefinido";"";"Recibe una liquidación de sueldo";"Proyectos sociales";"";"En mi hogar en modalidad teletrabajo";"";"Se mantuvieron igual";"No";"Se mantuvieron igual";"No";"Satisfecho";NA;"Muy Satisfecho";NA;NA;NA;NA;NA;NA;"";"Todo siguió igual";NA;NA;NA;NA;NA;"";"Seguir trabajando en Proyectos sociales
Políticas sociales
para el cambio social";"Interesado";"Interesado";"Muy interesado";"Muy interesado";"Muy interesado";"Indiferente";"Interesado";"Muy interesado";"Poco";"Interdisciplinariedad";"Si";12;2;0;"Si";"No";"No";"Si";"Licenciado";"Si";"Universidad Alberto Hurtado";"Santiago";"Santiago";26;"Masculino";"No";"Si"
"270";"Trabajo dependiente remunerado";40;"Contrato indefinido";"";"Recibe una liquidación de sueldo";"Investigación";"";"En mi hogar en modalidad teletrabajo";"";"Aumentaron";"No";"Disminuyeron levemente";"No";"Muy Satisfecho";"Satisfecho";"Insatisfecho";NA;NA;NA;NA;NA;"Afectó mi salud corporal y/o mental";"";NA;NA;NA;NA;NA;"Afectó mi salud corporal y/o mental";"";"Mantenerme donde estoy";"Interesado";"Poco";"Poco";"Poco";"Poco";"Indiferente";"Interesado";"Poco";"Poco";"Investigar";"Si";9;10;3;"No";"No";"No";"No";"Doctorado";"Si";"Puc";"Providencia";"Providencia";46;"Femenino";"Si";NA
"271";"Desempleado";NA;NA;"";NA;NA;"";NA;"";"Disminuyeron totalmente";"No";"Disminuyeron totalmente";"No";"Muy insatisfecho";"Satisfecho";"Insatisfecho";NA;NA;NA;NA;NA;NA;"afectó particularmente mi concentración";NA;NA;NA;"Provocó un bajón anímico";"Tuvo consecuencias emocionales";"Afectó mi salud corporal y/o mental";"";"dedicarme a la investigación sobre juventudes, movimientos sociales, y cultura digital.";"Muy interesado";"Poco";"Interesado";"Nada";"Interesado";"Interesado";"Muy interesado";"Indiferente";"Nada";"cultura digital, movimientos sociales, extractivismo, juventudes";"Si";13;15;3;"Si";"Si";"Si";"No";"Licenciado";"Si";"Universidad Central de Chile";"La Serena";"Santiago/La Serena";27;"Masculino";"No";"Si"
"272";"Trabajo independiente remunerado";3;"Informal (sin formalización de contrato)";"";"Entrega boleta de honorarios";"Educación o capacitación";"";"En mi hogar en modalidad teletrabajo";"";"Disminuyeron totalmente";"No";"Disminuyeron totalmente";"No";"Muy insatisfecho";"Muy Satisfecho";"Satisfecho";NA;NA;NA;NA;NA;"Afectó mi salud corporal y/o mental";"";NA;"Perdí mi trabajo";NA;"Provocó un bajón anímico";"Tuvo consecuencias emocionales";NA;"";"Investigación, Proyectos Sociales, Clases";"Muy interesado";"Muy interesado";"Poco";"Indiferente";"Interesado";"Muy interesado";"Interesado";"Muy interesado";"Poco";"Producción académica";"Si";10;5;0;"Si";"Si";"Si";"No";"Licenciado";"Si";"Universidad Central";"La Serena";"La Serena";24;"Femenino";"No";"No"
"273";"Trabajo dependiente remunerado";22;"Contrato a honorarios";"";"Entrega boleta de honorarios";"Proyectos sociales";"";"En mi hogar en modalidad teletrabajo";"";"Se mantuvieron igual";"No";"Se mantuvieron igual";"No";"Insatisfecho";"Satisfecho";"Muy Satisfecho";NA;NA;NA;"Provocó un bajón anímico";NA;NA;"";NA;NA;NA;NA;"Tuvo consecuencias emocionales";NA;"";"Proyectos, docencia, consultoría";"Muy interesado";"Interesado";"Poco";"Indiferente";"Muy interesado";"Muy interesado";"Muy interesado";"Indiferente";"Nada";"Participación ciudadana, etnografía";"Si";20;24;6;"Si";"Si";"Si";"Si";"Licenciado";"Si";"Universidad Central de Chile";"Coquimbo";"Coquimbo";30;"Masculino";"Si";NA
"274";"Trabajo dependiente remunerado";22;"Contrato indefinido";"";"Recibe una liquidación de sueldo";"Proyectos sociales";"";"En mi hogar en modalidad teletrabajo";"";"Disminuyeron totalmente";"No";"Disminuyeron totalmente";"No";"Insatisfecho";"Satisfecho";"Insatisfecho";NA;NA;NA;"Provocó un bajón anímico";NA;"Afectó mi salud corporal y/o mental";"";NA;NA;NA;"Provocó un bajón anímico";"Tuvo consecuencias emocionales";"Afectó mi salud corporal y/o mental";"";"Investigacion y proyectos sociale";"Muy interesado";"Interesado";"Interesado";"Muy interesado";"Muy interesado";"Indiferente";"Interesado";"Muy interesado";"Poco";"'-";"Si";5;6;4;"No";NA;"No";"Si";"Magíster";"Si";"Alberto Hurtado";"Puerto Varas";"Puerto Varas";34;"Femenino";"No";"No"
"275";"Trabajo independiente remunerado";8;"Informal (sin formalización de contrato)";"";"No entregó nada";"Investigación";"";"En mi hogar en modalidad teletrabajo";"";"Se mantuvieron igual";"No";"Se mantuvieron igual";"No";"Satisfecho";"Satisfecho";"Muy Satisfecho";"Todo siguió igual";NA;NA;NA;NA;NA;"";NA;NA;NA;NA;NA;"Afectó mi salud corporal y/o mental";"";"Ninguna, pues entraremos en recesión";"Muy interesado";"Muy interesado";"Muy interesado";"Poco";"Nada";"Interesado";"Muy interesado";"Muy interesado";"Nada";"No sé, intereses de qué?";"Si";4;2;1;"No";"No";"No";"No";"Licenciado";"No";"Universidad de La Frontera";"Temuco";"Temuco";24;"Femenino";"No";"Si"
"276";"Desempleado";NA;NA;"";NA;NA;"";NA;"";"Se mantuvieron igual";"No";"Disminuyeron totalmente";"Si";"Muy insatisfecho";"Satisfecho";"Satisfecho";NA;NA;NA;NA;NA;NA;"Desarrollé teletrabajo";NA;"Perdí mi trabajo";NA;"Provocó un bajón anímico";"Tuvo consecuencias emocionales";NA;"";"Mantenerme activa en la búsqueda de trabajo.
Búsqueda laboral en el área de la consultoría ambiental
Desarrollo de metodologías cualitativas";"Muy interesado";"Interesado";"Muy interesado";"Muy interesado";"Muy interesado";"Poco";"Interesado";"Interesado";"Interesado";"Área ambiental";"No";NA;NA;NA;NA;NA;NA;NA;"Licenciado";"Si";"Universidad central";"San miguel";"Providencia";30;"Femenino";"No";"Si"
